N,P,K,temperature,humidity,ph,rainfall,label,Dist Name,Year,Dist Code,State Code,State Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha)
67,43,39,26.07181823,84.97023355,5.979188631,186.5562264,rice,meerut,1980,191,12,Uttar Pradesh,24.3,32,1316.87
91,35,39,23.84477259,80.40392282,6.983777561,204.8990374,rice,east godavari,2001,46,1,Andhra Pradesh,386.59,1330,3440.34
85,52,45,26.26149254,82.30493474,7.218125097,265.1290302,rice,east godavari,1996,46,1,Andhra Pradesh,422,1017,2409.95
60,49,44,20.79412385,84.49248777,6.25824405,239.5838488,rice,murshidabad,1986,804,13,West Bengal,301.84,463.88,1536.84
88,55,45,24.63580556,80.39796404,7.741201966,253.9961924,rice,mandya,2002,68,5,Karnataka,43.12,122.36,2837.66
81,45,35,26.51687868,80.09454127,6.144245292,219.5036942,rice,hoshangabad,2014,43,6,Madhya Pradesh,103,190.67,1851.17
76,40,43,25.23420442,83.10107917,5.052215692,232.9787493,rice,east godavari,2003,46,1,Andhra Pradesh,399.99,1631.55,4078.98
82,40,40,23.82132844,84.84927542,6.263629968,297.7310161,rice,bareilly,2017,199,12,Uttar Pradesh,145.23,357.42,2460.99
64,45,43,25.63632028,83.52917787,5.536008553,209.200796,rice,karnal,2003,184,4,Haryana,480.38,1329.16,2766.92
82,40,40,23.82686707,84.82179559,6.27598764,298.6126687,rice,mandya,1997,68,5,Karnataka,84.98,238.97,2812.07
94,53,40,20.17474658,82.89864696,5.714409784,242.6987607,rice,chhindwara,1993,9,6,Madhya Pradesh,19.4,17.5,902.06
69,37,42,23.09184356,83.34947029,7.082395415,251.4663129,rice,bareilly,2017,199,12,Uttar Pradesh,145.23,357.42,2460.99
99,55,35,21.67622822,80.2135124,6.487350074,278.1014736,rice,kolhapur,1989,107,7,Maharashtra,101.1,234.7,2321.46
90,46,42,23.9631047,81.47268589,7.515351141,249.5760707,rice,ludhiana,1982,171,9,Punjab,133,524,3939.85
81,45,35,26.53580559,80.13023472,6.152113847,219.0414249,rice,hoshangabad,2017,43,6,Madhya Pradesh,136.8,312.65,2285.45
60,36,43,23.37119179,83.08774548,5.270892668,220.8684678,rice,guntur,1989,49,1,Andhra Pradesh,384.4,1149.5,2990.37
91,53,40,26.49925645,81.38555842,5.401807655,264.5075647,rice,sangrur,2004,175,9,Punjab,373.8,1739.68,4654.04
91,50,40,20.84288289,84.16854694,6.45280715,231.6287992,rice,ahmednagar,2003,102,7,Maharashtra,7.6,5.9,776.32
91,50,40,20.80879537,84.14641923,6.470825842,229.052566,rice,sangrur,2006,175,9,Punjab,368.72,1664.2,4513.45
98,47,37,23.51094358,81.32088163,7.401265922,224.1486177,rice,murshidabad,1996,804,13,West Bengal,337.03,908.92,2696.85
99,57,35,26.67220345,81.19566119,5.965090397,272.1079601,rice,meerut,1988,191,12,Uttar Pradesh,19.4,38.7,1994.85
78,42,42,20.16403586,81.60489838,7.626506124,262.8852514,rice,mandya,2001,68,5,Karnataka,71.99,213.49,2965.55
75,54,36,26.2970466,84.60668203,7.023923468,258.3789247,rice,karnal,2003,184,4,Haryana,480.38,1329.16,2766.92
79,43,39,21.59253159,80.74251,7.059593067,210.3764168,rice,ludhiana,1986,171,9,Punjab,188,804,4276.6
60,49,44,20.7481541,84.49081487,6.226997498,240.4435474,rice,east godavari,1983,46,1,Andhra Pradesh,436.7,965.6,2211.13
67,59,41,21.85865195,81.01490985,6.021647325,213.3179208,rice,kolhapur,2004,107,7,Maharashtra,111.1,281.3,2531.95
77,36,37,26.89988353,81.4445146,6.162712905,193.9844128,rice,hoshangabad,2015,43,6,Madhya Pradesh,111,316.67,2852.88
79,42,37,24.83802978,82.87622166,6.60178066,295.1523103,rice,murshidabad,1999,804,13,West Bengal,388.08,811.33,2090.63
65,37,40,23.41914024,83.51994527,5.319745554,188.9882039,rice,east godavari,2011,46,1,Andhra Pradesh,337.09,1176.83,3491.14
85,52,45,26.35342682,82.33397173,7.213010555,264.9046099,rice,meerut,1993,191,12,Uttar Pradesh,26.99,63.87,2366.56
67,47,44,26.67113263,81.78097142,7.861587583,281.7294066,rice,sangrur,2005,175,9,Punjab,373.8,1653.88,4424.51
88,45,36,21.32830841,80.48191645,6.420785528,186.5219541,rice,mandya,2005,68,5,Karnataka,83.81,256.75,3063.48
88,55,45,24.6845918,80.37525218,7.724224245,253.2133419,rice,bareilly,1979,199,12,Uttar Pradesh,79.5,29.6,372.33
95,39,36,23.83842595,83.14366594,5.552893,285.1782702,rice,chhindwara,1981,9,6,Madhya Pradesh,26.7,14.7,550.56
88,46,42,22.67058446,83.46041889,6.609344882,194.3403846,rice,murshidabad,2016,804,13,West Bengal,375.29,1235.66,3292.58
97,36,45,22.23267818,81.85028842,6.934586002,277.6928427,rice,ludhiana,1993,171,9,Punjab,245,954.45,3895.71
60,49,44,20.83922571,84.44397774,6.215120726,241.3749178,rice,sangrur,2004,175,9,Punjab,373.8,1739.68,4654.04
69,55,38,22.67049495,82.71143429,5.676756027,271.1245792,rice,murshidabad,1980,804,13,West Bengal,302.5,421.39,1393.02
95,52,36,26.25695461,83.8423245,5.532046967,287.4431034,rice,hoshangabad,2017,43,6,Madhya Pradesh,136.8,312.65,2285.45
98,53,38,20.32872027,81.66800716,5.001348579,270.6453613,rice,bareilly,1979,199,12,Uttar Pradesh,79.5,29.6,372.33
78,43,42,21.35319012,83.01255692,7.279513802,190.3924492,rice,east godavari,2013,46,1,Andhra Pradesh,404.68,1211.71,2994.24
99,54,37,21.1548381,80.33175593,5.609146176,198.849382,rice,hoshangabad,1995,43,6,Madhya Pradesh,10.1,8.9,881.19
68,58,38,23.18198885,83.05917011,6.315998777,220.4604559,rice,meerut,1989,191,12,Uttar Pradesh,19.6,35.9,1831.63
77,37,36,21.83418111,80.20511952,5.94948825,224.7131664,rice,karnal,1995,184,4,Haryana,445.24,957.8,2151.2
60,51,36,22.63653271,82.81748515,6.027362612,257.6894181,rice,sangrur,2016,175,9,Punjab,396.88,1903.4,4795.91
76,49,42,24.96681456,84.49200257,5.172714387,197.3858956,rice,kolhapur,2003,107,7,Maharashtra,106.9,248.3,2322.73
67,45,38,22.72654761,82.20138946,7.307557019,259.6163178,rice,gorakhpur,2008,221,12,Uttar Pradesh,318.67,683.54,2144.98
67,45,38,22.73761543,82.16076163,7.299070141,259.8163069,rice,kolhapur,1988,107,7,Maharashtra,98.9,251.8,2546.01
78,43,42,21.35364998,83.00410445,7.30051947,193.6008398,rice,ahmednagar,1999,102,7,Maharashtra,5.7,8,1403.51
88,35,40,23.63920469,83.57296955,5.846900381,291.5917393,rice,east godavari,1999,46,1,Andhra Pradesh,406.21,1273.77,3135.74
82,40,40,23.7931031,84.81653957,6.277128225,297.9210682,rice,chhindwara,1996,9,6,Madhya Pradesh,19,15.8,831.58
69,37,42,23.01871771,83.32082799,7.084998123,252.0415792,rice,karnal,2015,184,4,Haryana,488.46,1543.8,3160.56
77,36,37,26.92577434,81.48256682,6.140401681,195.0067811,rice,bareilly,1993,199,12,Uttar Pradesh,146.19,282.93,1935.36
61,53,43,26.41027461,81.06871211,6.351560778,223.5266687,rice,guntur,1993,49,1,Andhra Pradesh,357.64,1156.16,3232.75
91,53,40,26.58234581,81.41458914,5.357636304,264.5161731,rice,ludhiana,2009,171,9,Punjab,269.9,1264.65,4685.62
94,50,37,25.63060995,80.7053314,6.944853522,210.0604588,rice,sangrur,2016,175,9,Punjab,396.88,1903.4,4795.91
60,51,36,22.70474332,82.76341537,6.035992106,256.8848708,rice,gorakhpur,1989,221,12,Uttar Pradesh,473,884,1868.92
93,53,38,26.90060394,81.93802147,7.066467929,290.3143429,rice,chhindwara,1997,9,6,Madhya Pradesh,19.7,14.9,756.35
67,45,38,22.7516943,82.12258445,7.282855407,261.0285777,rice,karnal,1989,184,4,Haryana,543.8,1445.8,2658.7
64,45,43,25.60419884,83.5510268,5.533406359,210.4908538,rice,ludhiana,1981,171,9,Punjab,110,454,4127.27
93,47,37,21.55736811,82.12714182,6.496071752,296.5135991,rice,chhindwara,1991,9,6,Madhya Pradesh,19.1,10.8,565.45
64,45,43,25.57724741,83.53451097,5.543465384,208.6563803,rice,ahmednagar,1992,102,7,Maharashtra,8.1,10.4,1283.95
92,35,40,22.22152622,80.35835473,6.337534323,200.2509952,rice,kolhapur,1980,107,7,Maharashtra,100,213.3,2133
83,58,45,25.76527258,83.4724527,5.87741749,245.6160432,rice,ahmednagar,1989,102,7,Maharashtra,6.3,9.8,1555.56
95,39,36,23.85325974,83.18688506,5.574313387,284.6069727,rice,ahmednagar,2003,102,7,Maharashtra,7.6,5.9,776.32
84,51,35,22.25883489,80.63026267,6.008199818,198.7293773,rice,east godavari,2017,46,1,Andhra Pradesh,386.54,1672.79,4327.61
67,43,39,26.02445784,84.98292546,6.004725673,187.920724,rice,kolhapur,1995,107,7,Maharashtra,102.3,228.5,2233.63
65,60,43,21.99570867,81.8797962,5.674664749,227.6834151,rice,hoshangabad,1998,43,6,Madhya Pradesh,9.3,12.5,1344.09
73,57,41,21.37278222,84.98245246,5.814866557,272.9809086,rice,chhindwara,2015,9,6,Madhya Pradesh,31,54,1741.94
74,54,38,25.62561928,83.51264549,7.11437171,216.3382289,rice,sangrur,1994,175,9,Punjab,340.4,1210.64,3556.52
88,54,44,25.82707251,83.90733098,6.134208957,232.6478463,rice,bareilly,1983,199,12,Uttar Pradesh,129.2,185.4,1434.98
74,35,40,26.44256947,80.14634298,6.955800004,243.2947108,rice,karnal,1998,184,4,Haryana,480.84,1064.18,2213.17
99,41,36,24.4590513,82.74222892,6.743186153,182.5114333,rice,chhindwara,1981,9,6,Madhya Pradesh,26.7,14.7,550.56
95,39,36,23.92325151,83.17074569,5.579687282,285.0101905,rice,east godavari,1993,46,1,Andhra Pradesh,395,1211,3065.82
72,45,35,25.39357483,82.94566356,5.750467605,195.718488,rice,east godavari,1978,46,1,Andhra Pradesh,376.3,805.8,2141.38
93,56,42,23.85550175,82.18635693,7.406125984,195.2625825,rice,kolhapur,1978,107,7,Maharashtra,98,202.6,2067.35
67,43,39,26.05215764,84.98674031,5.990861081,187.1295508,rice,ahmednagar,2015,102,7,Maharashtra,14,17.2,1228.57
90,46,42,23.99372002,81.44671821,7.507222401,249.4270874,rice,meerut,1978,191,12,Uttar Pradesh,26.9,27.8,1033.46
93,56,36,23.94693752,82.04464536,6.99457818,185.0590714,rice,meerut,1982,191,12,Uttar Pradesh,16.2,23.4,1444.44
99,57,35,26.72282816,81.15409038,5.976753153,271.2713173,rice,ahmednagar,2001,102,7,Maharashtra,7.3,4.1,561.64
91,50,40,20.79533797,84.11808218,6.457918044,229.7567058,rice,mandya,2017,68,5,Karnataka,33.85,100.51,2969.07
82,43,38,23.24085528,81.44050282,5.112877149,243.0201161,rice,hoshangabad,1988,43,6,Madhya Pradesh,11.6,11.5,991.38
95,52,36,26.19540181,83.8329506,5.543845398,286.0218716,rice,meerut,2017,191,12,Uttar Pradesh,52.41,145.29,2772.12
88,55,45,24.67992472,80.39159047,7.769099277,252.7265216,rice,sangrur,2005,175,9,Punjab,373.8,1653.88,4424.51
69,46,41,23.64141703,80.30608866,5.002094316,262.9944724,rice,hoshangabad,1997,43,6,Madhya Pradesh,10,12.8,1280
75,54,36,26.31757994,84.56281458,7.02399816,257.2616017,rice,hoshangabad,2011,43,6,Madhya Pradesh,26,52.3,2011.54
71,46,40,20.30706812,82.12735869,7.234192217,191.9803475,rice,gorakhpur,2014,221,12,Uttar Pradesh,318.4,744,2336.68
97,50,41,24.5711562,80.54485718,7.034678977,260.7377349,rice,guntur,1991,49,1,Andhra Pradesh,376.57,1033.57,2744.7
66,60,43,21.95617388,81.91352439,5.663725245,226.6089859,rice,murshidabad,1984,804,13,West Bengal,303.12,477.78,1576.21
93,58,38,20.65002567,83.79031586,6.912909979,279.5762916,rice,sangrur,2002,175,9,Punjab,358.4,1453.96,4056.81
88,46,42,22.75428697,83.425152,6.575949568,194.9493299,rice,kolhapur,2001,107,7,Maharashtra,106.3,290.5,2732.83
60,55,44,22.94814006,82.302022,7.82914082,263.3292064,rice,guntur,2003,49,1,Andhra Pradesh,197.48,555.61,2813.59
68,58,38,23.23521657,83.05566292,6.318619373,221.8249729,rice,mandya,1998,68,5,Karnataka,79.89,245.66,3074.98
81,45,35,26.55567283,80.12418746,6.169257987,218.1072601,rice,chhindwara,2008,9,6,Madhya Pradesh,19.3,9.57,495.85
81,45,35,26.52741073,80.1245255,6.147728642,219.6480162,rice,ludhiana,1995,171,9,Punjab,242,782.75,3234.5
88,35,40,23.57689041,83.54180464,5.82654023,290.4786303,rice,bareilly,1993,199,12,Uttar Pradesh,146.19,282.93,1935.36
97,50,41,24.46100619,80.53637392,7.071346767,260.5764043,rice,east godavari,1998,46,1,Andhra Pradesh,414,1044,2521.74
94,53,40,20.31525026,82.86652957,5.705424075,241.8244655,rice,hoshangabad,2007,43,6,Madhya Pradesh,17.1,18.61,1088.3
93,58,38,20.61111624,83.76303238,6.948209484,279.2955029,rice,ludhiana,2007,171,9,Punjab,262.6,1190.45,4533.32
91,35,38,24.90850957,80.56775853,6.142336053,182.7466807,rice,mandya,1980,68,5,Karnataka,65.3,275.8,4223.58
83,60,36,25.65240764,80.13374012,6.904525654,201.0195224,rice,karnal,2013,184,4,Haryana,484.56,1677.4,3461.7
89,54,38,24.47604567,83.47860153,6.703744695,231.9866108,rice,east godavari,2016,46,1,Andhra Pradesh,383.96,1627.03,4237.51
65,37,40,23.27654841,83.60530017,5.340131615,189.638658,rice,chhindwara,2007,9,6,Madhya Pradesh,20.5,12.01,585.85
67,59,41,21.98147715,80.98770949,6.006960996,214.0412693,rice,guntur,2009,49,1,Andhra Pradesh,362.3,1291.65,3565.11
99,41,36,24.44117232,82.72581966,6.716903171,182.3846802,rice,karnal,1993,184,4,Haryana,426.74,1139.38,2669.98
93,56,36,23.99646798,82.10099784,6.974683002,185.89633,rice,bareilly,1987,199,12,Uttar Pradesh,106.1,170.6,1607.92
61,53,43,26.42632839,81.03406641,6.348085403,224.1719946,rice,chhindwara,1994,9,6,Madhya Pradesh,20.1,19.4,965.17
88,46,42,22.67152765,83.49884769,6.60615804,193.5182268,rice,meerut,2013,191,12,Uttar Pradesh,56.25,155.75,2769.01
93,56,42,23.83805548,82.21681641,7.358814299,196.5319237,rice,gorakhpur,1982,221,12,Uttar Pradesh,300.4,306.7,1020.97
84,50,44,25.44385171,81.43513782,5.931070748,181.9884328,rice,karnal,2016,184,4,Haryana,498.94,1700.64,3408.51
99,57,35,26.71952438,81.1835169,5.959878275,272.0095547,rice,ludhiana,2012,171,9,Punjab,269.9,1226.6,4544.65
90,42,43,20.94360358,81.99826065,6.512723431,201.7146881,rice,hoshangabad,1980,43,6,Madhya Pradesh,11.6,9.1,784.48
93,56,42,23.86383155,82.25644738,7.385676754,196.7785727,rice,chhindwara,2012,9,6,Madhya Pradesh,13.94,38.37,2752.51
72,45,35,25.38053839,82.95293258,5.743249702,195.1990061,rice,chhindwara,2015,9,6,Madhya Pradesh,31,54,1741.94
88,55,45,24.66735242,80.42040601,7.717602692,253.3177332,rice,murshidabad,1985,804,13,West Bengal,275.03,435.63,1583.94
69,37,42,23.13091587,83.39985519,7.067080238,250.7517491,rice,meerut,2007,191,12,Uttar Pradesh,51.86,125.29,2415.89
90,42,43,20.88188034,81.98329021,6.528892045,201.8796334,rice,karnal,1992,184,4,Haryana,416.08,1087,2612.45
91,50,40,20.77961232,84.16877684,6.474009726,229.0436913,rice,kolhapur,1989,107,7,Maharashtra,101.1,234.7,2321.46
84,51,35,22.29229912,80.69549716,6.042383828,197.4408466,rice,murshidabad,1998,804,13,West Bengal,362.98,994.05,2738.58
76,40,43,25.1497726,83.05354556,5.063171215,232.1191619,rice,meerut,1992,191,12,Uttar Pradesh,23.53,52.25,2220.86
67,58,39,25.28489392,80.52127001,5.459347628,220.6022159,rice,chhindwara,2007,9,6,Madhya Pradesh,20.5,12.01,585.85
70,36,42,21.87361083,80.71948047,6.957846376,203.5211332,rice,mandya,1988,68,5,Karnataka,64,170.5,2664.06
76,40,43,25.1710536,83.11223795,5.073112407,231.3820263,rice,east godavari,2014,46,1,Andhra Pradesh,394.12,1563.23,3966.38
72,40,38,20.38037372,82.26540705,7.604112849,244.1713052,rice,sangrur,1979,175,9,Punjab,103,315,3058.25
79,43,39,21.70306851,80.69031355,7.061526658,210.6939875,rice,ahmednagar,2010,102,7,Maharashtra,7.5,7.03,937.33
99,57,35,26.73603573,81.21596215,5.981064094,272.2121415,rice,chhindwara,1978,9,6,Madhya Pradesh,26.7,13.5,505.62
72,45,35,25.48883448,82.98280488,5.73828725,194.5761262,rice,gorakhpur,1992,221,12,Uttar Pradesh,314.53,499.04,1586.62
65,60,43,21.96101728,81.92801264,5.644636123,227.5272051,rice,ludhiana,1988,171,9,Punjab,187,606,3240.64
81,53,42,23.65112512,81.0379472,5.161604875,234.0390473,rice,ludhiana,2017,171,9,Punjab,270.9,1283.25,4736.99
63,42,36,22.7919068,82.06770877,6.426982802,249.1858073,rice,ahmednagar,1985,102,7,Maharashtra,6.7,6.4,955.22
74,35,40,26.47661634,80.22214089,6.955264777,241.4929309,rice,murshidabad,2003,804,13,West Bengal,403.46,1113.59,2760.1
79,42,37,24.85723796,82.8335889,6.581181852,296.1833541,rice,kolhapur,2001,107,7,Maharashtra,106.3,290.5,2732.83
86,59,35,25.84796353,82.11807225,6.942405244,243.4001838,rice,mandya,1981,68,5,Karnataka,67.2,305.2,4541.67
85,38,41,21.56556782,82.78585547,6.243458753,275.8840089,rice,murshidabad,1979,804,13,West Bengal,319.2,466.69,1462.06
62,42,36,22.7722601,82.01486116,6.436586626,249.0825275,rice,mandya,2001,68,5,Karnataka,71.99,213.49,2965.55
79,42,37,24.85508226,82.82071494,6.576263998,296.6259227,rice,hoshangabad,1989,43,6,Madhya Pradesh,12,12.4,1033.33
66,60,43,22.02208331,81.92756823,5.661385286,227.1949436,rice,gorakhpur,2008,221,12,Uttar Pradesh,318.67,683.54,2144.98
81,53,42,23.70663267,81.01551252,5.159155525,232.1618365,rice,murshidabad,2001,804,13,West Bengal,395.06,1085.35,2747.3
65,60,43,22.0037376,81.88523718,5.668410139,227.2600951,rice,kolhapur,1988,107,7,Maharashtra,98.9,251.8,2546.01
75,54,36,26.4191382,84.58070706,7.027525077,256.7379987,rice,kolhapur,1997,107,7,Maharashtra,110.1,252.9,2297
68,57,43,26.03467543,80.41492743,5.730347653,182.6716304,rice,chhindwara,2014,9,6,Madhya Pradesh,20,48,2400
63,42,36,22.75261215,82.0462386,6.417336874,248.3485416,rice,meerut,1999,191,12,Uttar Pradesh,53.95,125.04,2317.9
69,37,42,23.0177847,83.35261626,7.094010858,251.1109729,rice,gorakhpur,1993,221,12,Uttar Pradesh,313.8,635.34,2024.67
92,35,40,22.19172892,80.35979148,6.352659214,199.928501,rice,meerut,2017,191,12,Uttar Pradesh,52.41,145.29,2772.12
69,46,41,23.56948304,80.30033097,5.01872042,262.7564104,rice,sangrur,2011,175,9,Punjab,385.88,1676.12,4343.63
67,47,44,26.72062705,81.79452241,7.85748998,280.4518702,rice,mandya,2008,68,5,Karnataka,89.36,285.55,3195.5
61,52,41,25.04202336,83.90160394,6.863667468,203.6968796,rice,ludhiana,1981,171,9,Punjab,110,454,4127.27
81,53,42,23.59138754,81.08406543,5.173821358,234.4785007,rice,gorakhpur,1979,221,12,Uttar Pradesh,272.9,137.8,504.95
69,55,38,22.71649992,82.6480724,5.707597682,270.6268098,rice,hoshangabad,2016,43,6,Madhya Pradesh,122,280.66,2300.49
83,60,36,25.63539907,80.15384967,6.935800015,200.7442758,rice,hoshangabad,1991,43,6,Madhya Pradesh,11.7,15.9,1358.97
65,60,43,22.03922758,81.8696768,5.678225081,227.8173701,rice,bareilly,2000,199,12,Uttar Pradesh,179.88,348.36,1936.62
83,58,45,25.73645163,83.47137421,5.874877638,245.1235257,rice,kolhapur,1984,107,7,Maharashtra,101.5,231.5,2280.79
93,56,36,24.0310438,82.03316672,6.964722923,185.1336925,rice,chhindwara,2003,9,6,Madhya Pradesh,24.3,21.1,868.31
88,54,44,25.72495604,83.89989238,6.143235186,233.6799923,rice,meerut,2011,191,12,Uttar Pradesh,65.75,167.52,2547.97
78,40,38,26.46924379,83.88783559,7.55687559,248.2876707,rice,mandya,2011,68,5,Karnataka,74.16,251.64,3393.2
78,40,38,26.48016628,83.86227079,7.565571851,248.9526702,rice,ahmednagar,1985,102,7,Maharashtra,6.7,6.4,955.22
65,60,43,21.98375855,81.88453977,5.679138715,226.640377,rice,meerut,1996,191,12,Uttar Pradesh,28.11,64.3,2287.43
77,40,43,25.16598381,83.12003939,5.062907223,231.6011463,rice,gorakhpur,2009,221,12,Uttar Pradesh,321.57,689.91,2145.44
68,57,43,26.08401025,80.39580166,5.697689089,183.7130923,rice,bareilly,1998,199,12,Uttar Pradesh,173.15,362.08,2091.13
67,58,39,25.2691534,80.57648504,5.437846133,221.0285888,rice,kolhapur,2000,107,7,Maharashtra,106.7,233.7,2190.25
93,47,37,21.57489728,82.16202659,6.496761603,296.1939171,rice,mandya,1984,68,5,Karnataka,74.7,235,3145.92
97,47,37,23.5099208,81.35543703,7.366534958,223.8582347,rice,meerut,1996,191,12,Uttar Pradesh,28.11,64.3,2287.43
74,39,38,23.24494516,84.58732208,7.761834962,232.5280652,rice,ahmednagar,2012,102,7,Maharashtra,7.5,4.61,614.67
99,54,37,21.14047057,80.38110973,5.595241911,198.7831619,rice,ahmednagar,1978,102,7,Maharashtra,8.8,13.8,1568.18
77,38,36,21.86005248,80.18114001,5.938699941,224.5624779,rice,bareilly,1983,199,12,Uttar Pradesh,129.2,185.4,1434.98
61,48,39,24.27680721,80.29637906,7.062177061,230.0019738,rice,karnal,2017,184,4,Haryana,508.45,1927.62,3791.18
91,36,45,24.47431176,82.46872906,5.946511396,267.9610035,rice,gorakhpur,1996,221,12,Uttar Pradesh,319,712.51,2233.57
89,54,38,24.51726968,83.49631087,6.67047691,231.0894933,rice,ludhiana,1996,171,9,Punjab,239,860.45,3600.21
66,60,38,22.10661676,83.46783734,6.37340822,231.4483361,rice,meerut,2007,191,12,Uttar Pradesh,51.86,125.29,2415.89
85,37,39,24.54436771,82.71716799,6.365869341,224.4640517,rice,murshidabad,1998,804,13,West Bengal,362.98,994.05,2738.58
83,60,36,25.66392598,80.14131779,6.890528226,201.7349444,rice,karnal,1996,184,4,Haryana,441.41,1289.98,2922.41
95,52,36,26.24882888,83.8511469,5.538869563,285.9348868,rice,kolhapur,2006,107,7,Maharashtra,110.4,286.4,2594.2
77,38,36,21.79376944,80.18638575,5.938346711,225.2954637,rice,murshidabad,1999,804,13,West Bengal,388.08,811.33,2090.63
85,58,41,21.74525989,80.31015209,7.044990415,227.4003219,rice,chhindwara,2017,9,6,Madhya Pradesh,34.01,42.06,1236.7
60,43,44,21.03588842,82.98768676,7.419349094,298.7473066,rice,murshidabad,1992,804,13,West Bengal,360.16,818.81,2273.46
78,40,38,26.46287872,83.86315974,7.546730249,248.7643835,rice,ahmednagar,2015,102,7,Maharashtra,14,17.2,1228.57
65,37,40,23.35766024,83.56229239,5.350131452,188.7999653,rice,guntur,2005,49,1,Andhra Pradesh,389.04,1227.43,3155.03
79,43,39,21.69912017,80.75988977,7.072869244,210.0341757,rice,east godavari,1988,46,1,Andhra Pradesh,434.7,1184.4,2724.64
85,52,45,26.32455263,82.41430519,7.222691465,265.2462229,rice,hoshangabad,2012,43,6,Madhya Pradesh,30.05,61.74,2054.58
89,45,36,21.37465481,80.42898689,6.428151376,185.7441359,rice,hoshangabad,2009,43,6,Madhya Pradesh,20.4,34,1666.67
79,43,39,21.59018643,80.71719995,7.10048641,210.5483558,rice,guntur,2003,49,1,Andhra Pradesh,197.48,555.61,2813.59
78,43,42,21.35240813,83.05229256,7.288893191,192.101202,rice,hoshangabad,1985,43,6,Madhya Pradesh,12.8,18.3,1429.69
93,47,37,21.63306265,82.13527678,6.511729205,297.07221,rice,east godavari,2002,46,1,Andhra Pradesh,301,1043,3465.12
97,36,45,22.2249907,81.91325967,6.930802443,277.6866318,rice,murshidabad,2014,804,13,West Bengal,367.46,1190.49,3239.78
61,55,44,23.06147761,82.33544817,7.829083569,263.9049479,rice,ahmednagar,2000,102,7,Maharashtra,5.5,3.8,690.91
64,45,43,25.57266744,83.53336119,5.523305443,209.1965492,rice,gorakhpur,1985,221,12,Uttar Pradesh,302.7,483.1,1595.97
92,35,38,24.87186619,80.56310379,6.132530821,183.1037333,rice,bareilly,1985,199,12,Uttar Pradesh,137,257.7,1881.02
93,56,36,24.02655409,82.04691218,7.00621905,184.6140926,rice,gorakhpur,1991,221,12,Uttar Pradesh,316.28,612.9,1937.84
84,51,35,22.3222261,80.70049611,6.038568902,198.1797172,rice,karnal,2003,184,4,Haryana,480.38,1329.16,2766.92
60,48,39,24.33601529,80.35407851,7.043441346,231.3193132,rice,guntur,1984,49,1,Andhra Pradesh,345.4,686.1,1986.39
79,43,39,21.58264917,80.77486195,7.060911097,211.8182992,rice,chhindwara,2017,9,6,Madhya Pradesh,34.01,42.06,1236.7
91,46,42,23.99834928,81.44078845,7.491600685,252.1107451,rice,guntur,1994,49,1,Andhra Pradesh,367.1,955.26,2602.18
69,55,38,22.73385231,82.64297973,5.715258536,269.8330474,rice,ludhiana,1992,171,9,Punjab,238,923.2,3878.99
63,44,41,24.18919353,83.76375904,5.59577605,256.6108205,rice,murshidabad,2014,804,13,West Bengal,367.46,1190.49,3239.78
94,56,36,23.99221386,82.02654927,6.96248358,185.1770103,rice,karnal,1979,184,4,Haryana,316,594,1879.75
60,49,44,20.77836516,84.48606105,6.230583975,241.4181498,rice,mandya,1987,68,5,Karnataka,54,136,2518.52
74,35,40,26.51144611,80.16580256,6.955793114,243.1142094,rice,meerut,1995,191,12,Uttar Pradesh,27.7,67.82,2448.33
79,43,39,21.62804079,80.70826375,7.082849204,210.8000263,rice,meerut,1984,191,12,Uttar Pradesh,23.1,36.5,1580.09
89,54,38,24.43346757,83.51872845,6.703109281,228.9900689,rice,ludhiana,1989,171,9,Punjab,210,877,4176.19
67,47,44,26.78172365,81.79900047,7.866668365,280.0224969,rice,meerut,2011,191,12,Uttar Pradesh,65.75,167.52,2547.97
67,47,44,26.74377121,81.82544695,7.916099179,279.5625247,rice,hoshangabad,2000,43,6,Madhya Pradesh,11.5,12.9,1121.74
67,43,39,25.96216045,84.99583404,6.018392378,187.6589171,rice,east godavari,1993,46,1,Andhra Pradesh,395,1211,3065.82
93,56,42,23.88345445,82.24086057,7.382466843,194.6165005,rice,hoshangabad,2014,43,6,Madhya Pradesh,103,190.67,1851.17
60,49,44,20.80484549,84.49278695,6.252984228,239.0162206,rice,meerut,1987,191,12,Uttar Pradesh,19,29.8,1568.42
60,43,44,21.07034075,82.9965893,7.429279204,298.1979683,rice,meerut,2001,191,12,Uttar Pradesh,54.57,128.07,2347.03
97,36,45,22.26271928,81.88105644,6.919031185,277.9683544,rice,murshidabad,2012,804,13,West Bengal,352.39,973.7,2763.13
60,51,36,22.67356518,82.8215424,6.025502906,256.3280084,rice,bareilly,1982,199,12,Uttar Pradesh,122.8,147.7,1202.77
91,53,40,26.51881605,81.43541381,5.384159737,263.9231993,rice,hoshangabad,2017,43,6,Madhya Pradesh,136.8,312.65,2285.45
93,47,37,21.58167378,82.18064289,6.510336448,296.8123238,rice,sangrur,1990,175,9,Punjab,287,1060,3693.38
99,55,35,21.73768318,80.21385841,6.495955254,277.4615173,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
88,54,44,25.72865844,83.89443786,6.168208544,231.9253175,rice,hoshangabad,1986,43,6,Madhya Pradesh,12.6,17.6,1396.83
